3475500,  4.00,792,845
3498566,  4.00,791,845
3518610,  4.00,792,845
3538654,  4.00,792,846
3558699,  4.00,791,846
3578742,  4.00,792,846
3843727,  4.00,792,845
3863938,  4.00,792,846
3887238,  4.00,792,845
3910307,  4.00,792,846
3939417,  4.00,792,845
3959458,  4.00,792,846
3979499,  4.00,792,845
3999541,  4.00,792,846
4028650,  4.00,792,845
4048691,  4.00,792,846
4123139,  4.00,793,846
4143180,  4.00,792,846
4163221,  4.00,793,846
4183263,  4.00,792,846
4206326,  4.00,793,846
4244503,  4.00,792,846
4264545,  4.00,793,846
4284585,  4.00,792,846
4304627,  4.00,792,845
4324668,  4.00,792,846
4344710,  4.00,791,846
4364751,  4.00,791,845
4442221,  4.00,791,846
4462263,  4.00,792,845
4482311,  4.00,792,846
4511420,  4.00,791,846
4531461,  4.00,792,846
4551502,  4.00,792,845
4577589,  4.00,792,846
4603675,  4.00,793,846
4623717,  4.00,792,846
4646780,  4.00,793,846
4672867,  4.00,792,846
4704999,  4.00,793,846
4737130,  4.00,792,846
4772284,  4.00,791,846
4795348,  4.00,791,845
4821435,  4.00,792,845
4841476,  4.00,792,846
4864545,  4.00,793,846
4884586,  4.00,792,847
4904628,  4.00,793,846
4927691,  4.00,792,846
4947733,  4.00,793,846
4967774,  4.00,793,847
4987822,  4.00,794,847
5007862,  4.00,793,847
5027904,  4.00,792,845
5050968,  4.00,791,845
5074031,  4.00,792,845
5094073,  4.00,791,845
5114114,  4.00,792,846
5137178,  4.00,792,845
5157219,  4.00,792,846
5186328,  4.00,792,845
5206370,  4.00,793,846
5247569,  4.00,792,846
5282723,  4.00,792,845
5302765,  4.00,792,846
5362100,  4.00,793,846
5382140,  4.00,792,846
5405205,  4.00,793,846
5425246,  4.00,792,846
5460401,  4.00,793,846
5489509,  4.00,793,847
5533731,  4.00,794,847
5553773,  4.00,793,847
5573837,  4.00,793,846
5599924,  4.00,792,846
5619964,  4.00,793,846
5652097,  4.00,793,847
5702364,  4.00,794,847
5722404,  4.00,793,847
5742446,  4.00,794,847
5777600,  4.00,794,848
5849025,  4.00,794,847
5869067,  4.00,793,847
5889107,  4.00,793,846
5909148,  4.00,792,846
5944303,  4.00,793,846
5964344,  4.00,793,847
5984385,  4.00,793,846
6004426,  4.00,793,847
6024467,  4.00,792,846
6044509,  4.00,793,846
6064549,  4.00,792,846
6084591,  4.00,793,846
6104632,  4.00,793,847
6130723,  4.00,794,847
6196104,  4.00,793,847
6222190,  4.00,793,846
6254321,  4.00,793,847
6277386,  4.00,793,846
6369969,  4.00,793,847
6450461,  4.00,794,847
6470503,  4.00,793,847
6499612,  4.00,794,847
6519653,  4.00,793,847
6545739,  4.00,794,847
6571826,  4.00,793,847
6658366,  4.00,793,846
6678410,  4.00,793,847
6701474,  4.00,793,846
6721515,  4.00,792,846
6741556,  4.00,793,846
6761597,  4.00,792,846
6781638,  4.00,793,847
6801680,  4.00,793,846
6821721,  4.00,794,847
6847814,  4.00,793,847
6867855,  4.00,794,847
6887896,  4.00,793,847
6907937,  4.00,794,847
6946114,  4.00,793,847
6966155,  4.00,794,847
6992241,  4.00,793,847
7012283,  4.00,793,846
7032324,  4.00,792,846
7055387,  4.00,792,845
7075429,  4.00,792,846
7095470,  4.00,793,846
7197121,  4.00,794,846
7217163,  4.00,793,846
7237203,  4.00,793,847
7257244,  4.00,794,847
7283331,  4.00,793,847
7324530,  4.00,793,846
7344683,  4.00,793,847
7367888,  4.00,794,847
7403042,  4.00,794,848
7423084,  4.00,795,848
7443131,  4.00,794,848
7463173,  4.00,794,847
7564823,  4.00,793,847
7584865,  4.00,792,846
7683493,  4.00,791,846
7703535,  4.00,792,846
7723577,  4.00,793,847
7773844,  4.00,794,847
7929902,  4.00,793,847
7955988,  4.00,794,847
7976030,  4.00,793,847
8014206,  4.00,794,847
8191422,  4.00,793,847
8211464,  4.00,794,847
8415883,  4.00,793,847
8435924,  4.00,793,846
8455966,  4.00,792,846
8476007,  4.00,793,847
8526274,  4.00,794,847
8582587,  4.00,793,847
8602629,  4.00,792,846
8625699,  4.00,792,845
8645740,  4.00,792,846
8665782,  4.00,793,846
8688845,  4.00,793,847
8708887,  4.00,794,847
8728929,  4.00,795,848
8748969,  4.00,794,847
8772034,  4.00,794,848
8792075,  4.00,794,847
8812116,  4.00,794,848
8835180,  4.00,795,848
8879408,  4.00,794,848
8899449,  4.00,794,847
8943671,  4.00,794,848
8963713,  4.00,794,847
9013980,  4.00,794,848
9037043,  4.00,794,847
9386548,  4.00,793,847
9406588,  4.00,794,847
9429653,  4.00,792,847
9449694,  4.00,756,809
9469742,  7.00,738,786
9489782,  8.00,726,773
9509824, 10.00,716,765
9529866, 11.00,709,759
9549907, 12.00,703,754
9569948, 13.00,696,748
9589990, 14.00,691,743
9610032, 15.00,687,740
9630073, 14.00,683,737
9650115, 16.00,679,733
9670156, 17.00,676,729
9690198, 16.00,673,725
9710239, 17.00,671,722
9730281, 17.00,668,720
9750323, 17.00,666,717
9770363, 18.00,664,715
9790405, 18.00,660,712
9810447, 18.00,658,708
9830489, 19.00,655,706
9850642, 19.00,652,703
9870743, 19.00,650,702
9890787, 19.00,649,700
9910956, 20.00,647,700
9931150, 20.00,646,699
9951192, 20.00,644,698
9971235, 20.00,642,696
9991276, 21.00,640,694
10011318, 21.00,639,694
10031358, 21.00,638,693
10051400, 21.00,636,691
